,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,positiveRate,recent_positiveRate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,school canceled,stay at home,pandemic declared
1588,2020-03-22,LA,837.0,2661.0,,,,,,,,,c89220ae4e2b0931fb785ec35f44887bf5a5355b,2020-03-22T20:00:00Z,20.0,,3498.0,3498.0,3498.0,22,4.0,0.0,481.0,252.0,733.0,0.23927958833619212,0.34379263301500684,-40.0,-1.0,-20.0,-40.0,-28.0,10.0,True,False,True
1532,2020-03-23,LA,1172.0,4776.0,,,,,,,,,fd499be556bb029c4bc349ac19373d9ba7b95fcd,2020-03-23T20:00:00Z,34.0,,5948.0,5948.0,5948.0,22,14.0,0.0,2115.0,335.0,2450.0,0.19704102219233355,0.13673469387755102,-35.0,-5.0,-21.0,-39.0,-34.0,15.0,True,True,True
1476,2020-03-24,LA,1388.0,7215.0,,271.0,,,,,,,ae625456c944c9cff54c9690466a68e937f61f64,2020-03-24T20:00:00Z,46.0,,8603.0,8603.0,8603.0,22,12.0,0.0,2439.0,216.0,2655.0,0.161339067767058,0.08135593220338982,-43.0,-14.0,-19.0,-36.0,-42.0,18.0,True,True,True
1420,2020-03-25,LA,1795.0,9656.0,,491.0,,,,163.0,,,f8bc75603abe9cb7b1b17b37196513f9f0916e82,2020-03-25T20:00:00Z,65.0,,11451.0,11451.0,11451.0,22,19.0,0.0,2441.0,407.0,2848.0,0.15675486857043053,0.14290730337078653,-39.0,-13.0,-6.0,-35.0,-43.0,17.0,True,True,True
1364,2020-03-26,LA,2305.0,15724.0,,676.0,,,,239.0,,,ca5bdffed97943221ff58631ebd9789d4a5aa600,2020-03-26T20:00:00Z,83.0,,18029.0,18029.0,18029.0,22,18.0,0.0,6068.0,510.0,6578.0,0.12784957568362082,0.07753116448768622,-39.0,-12.0,-14.0,-39.0,-43.0,18.0,True,True,True
1308,2020-03-27,LA,2746.0,18613.0,,773.0,,,,270.0,,,82b631667fdd96fa61e4fc1733f03cc43182176b,2020-03-27T20:00:00Z,119.0,,21359.0,21359.0,21359.0,22,36.0,0.0,2889.0,441.0,3330.0,0.12856407135165504,0.13243243243243244,-42.0,-13.0,-20.0,-44.0,-43.0,20.0,True,True,True
1252,2020-03-28,LA,3315.0,21846.0,,927.0,,,,336.0,,,0a37aa047446a367cce2ff12aebc516ae46b6ed5,2020-03-28T20:00:00Z,137.0,,25161.0,25161.0,25161.0,22,18.0,0.0,3233.0,569.0,3802.0,0.13175152020984857,0.14965807469752762,-47.0,-16.0,-38.0,-46.0,-33.0,14.0,True,True,True
1196,2020-03-29,LA,3540.0,24331.0,,1127.0,,,,380.0,,,540faf48376478e6345cb140616c5c5ad0fe45c5,2020-03-29T20:00:00Z,151.0,,27871.0,27871.0,27871.0,22,14.0,0.0,2485.0,225.0,2710.0,0.12701374188224318,0.08302583025830258,-45.0,-16.0,-18.0,-49.0,-35.0,11.0,True,True,True
1140,2020-03-30,LA,4025.0,30008.0,,1185.0,,,,385.0,,,06ff7ea1f0e4cc7ea2a7b1d27e4e0ae275c5a43e,2020-03-30T20:00:00Z,185.0,,34033.0,34033.0,34033.0,22,34.0,0.0,5677.0,485.0,6162.0,0.11826756383510123,0.07870821161960402,-40.0,-17.0,-23.0,-45.0,-42.0,17.0,True,True,True
1084,2020-03-31,LA,5237.0,33730.0,,1355.0,,,,438.0,,,cb012c368afcbcc2ef27ae4c8341f028b6d69381,2020-03-31T20:00:00Z,239.0,,38967.0,38967.0,38967.0,22,54.0,0.0,3722.0,1212.0,4934.0,0.13439577078040393,0.24564248074584516,-37.0,-8.0,-25.0,-42.0,-45.0,18.0,True,True,True
1028,2020-04-01,LA,6424.0,39352.0,,1498.0,,,,490.0,,,ac01fe3940d3352133ae344db486ff72f25cf244,2020-04-01T20:00:00Z,273.0,,45776.0,45776.0,45776.0,22,34.0,0.0,5622.0,1187.0,6809.0,0.14033554701153442,0.17432809516815978,-32.0,-3.0,-5.0,-38.0,-45.0,17.0,True,True,True
972,2020-04-02,LA,9150.0,41936.0,,1639.0,,,,507.0,,,74378a606d03569d38f8e7ee8f3eb876d17a661a,2020-04-02T20:00:00Z,310.0,,51086.0,51086.0,51086.0,22,37.0,0.0,2584.0,2726.0,5310.0,0.17910973652272638,0.5133709981167608,-38.0,-6.0,-20.0,-44.0,-45.0,19.0,True,True,True
916,2020-04-03,LA,10297.0,43348.0,,1707.0,,,,535.0,,,67272131caf7c308a8c118046b0f4720f48b292a,2020-04-03T20:00:00Z,370.0,,53645.0,53645.0,53645.0,22,60.0,0.0,1412.0,1147.0,2559.0,0.19194705937179607,0.44822196170379053,-39.0,-3.0,-19.0,-48.0,-45.0,20.0,True,True,True
860,2020-04-04,LA,12496.0,46002.0,,1726.0,,,,571.0,,,006a93457fa79372c9c83099dfe37f9b61ab0762,2020-04-04T20:00:00Z,409.0,,58498.0,58498.0,58498.0,22,39.0,0.0,2654.0,2199.0,4853.0,0.21361414065438133,0.45312178034205647,-50.0,-12.0,-47.0,-52.0,-36.0,16.0,True,True,True
804,2020-04-05,LA,13010.0,47315.0,,1803.0,,,,561.0,,,54b0aaaa06fce89fecccf2fd6ce9501b9190d7b5,2020-04-05T20:00:00Z,477.0,,60325.0,60325.0,60325.0,22,68.0,0.0,1313.0,514.0,1827.0,0.21566514711976792,0.2813355227148331,-46.0,-10.0,-19.0,-54.0,-37.0,12.0,True,True,True
