,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,positiveRate,recent_positiveRate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,school canceled,stay at home,pandemic declared
1106,2020-03-31,PR,239.0,1195.0,854.0,,,,,,,,78117516d9037f5282375c81906d6c029a53bf68,2020-03-31T20:00:00Z,8.0,,2288.0,1434.0,1434.0,72,2.0,0.0,264.0,65.0,329.0,0.16666666666666666,0.19756838905775076,,,,,,,True,True,True
1050,2020-04-01,PR,286.0,1409.0,897.0,,,,,,,,ae0129f382eb5f04d790633ebc4cfb9e7e00f89a,2020-04-01T20:00:00Z,11.0,,2592.0,1695.0,1695.0,72,3.0,0.0,214.0,47.0,261.0,0.1687315634218289,0.18007662835249041,,,,,,,True,True,True
994,2020-04-02,PR,316.0,1604.0,1119.0,,,,,,,,2b9a9af18f7c56e17ab89f48b071e4c9afd668a9,2020-04-02T20:00:00Z,12.0,,3039.0,1920.0,1920.0,72,1.0,0.0,195.0,30.0,225.0,0.16458333333333333,0.13333333333333333,,,,,,,True,True,True
938,2020-04-03,PR,378.0,2049.0,1055.0,,,,,,,,31c1cb53249716895ec3490c18feb99b785a620a,2020-04-03T20:00:00Z,15.0,,3482.0,2427.0,2427.0,72,3.0,0.0,445.0,62.0,507.0,0.1557478368355995,0.1222879684418146,,,,,,,True,True,True
882,2020-04-04,PR,452.0,2605.0,1129.0,,,,,,,,6df35c474e40400cf188b8e94850f9c371d1a88d,2020-04-04T20:00:00Z,18.0,,4186.0,3057.0,3057.0,72,3.0,0.0,556.0,74.0,630.0,0.14785737651292116,0.11746031746031746,,,,,,,True,True,True
826,2020-04-05,PR,475.0,3073.0,1039.0,,,,,,,,1573ba924ae71c4ae8290b22456399487d9a034b,2020-04-05T20:00:00Z,20.0,,4587.0,3548.0,3548.0,72,2.0,0.0,468.0,23.0,491.0,0.1338782412626832,0.04684317718940937,,,,,,,True,True,True
770,2020-04-06,PR,513.0,3432.0,1000.0,,,,,,,,4042cfb220e0d43e1dd965301a4b6d4e1a4f3f6c,2020-04-06T20:00:00Z,21.0,,4945.0,3945.0,3945.0,72,1.0,0.0,359.0,38.0,397.0,0.1300380228136882,0.09571788413098237,,,,,,,True,True,True
714,2020-04-07,PR,573.0,3966.0,968.0,,,,,,,,f55b55c315376b7c321d3701606e48d766c257c6,2020-04-07T20:00:00Z,23.0,,5507.0,4539.0,4539.0,72,2.0,0.0,534.0,60.0,594.0,0.12623925974884337,0.10101010101010101,,,,,,,True,True,True
658,2020-04-08,PR,620.0,4266.0,1160.0,,,,,,,,35f7ff30a6a6ed0b45cd9139f6ef39aa0edf4057,2020-04-08T20:00:00Z,24.0,,6046.0,4886.0,4886.0,72,1.0,0.0,300.0,47.0,347.0,0.1268931641424478,0.13544668587896252,,,,,,,True,True,True
602,2020-04-09,PR,683.0,4703.0,1304.0,,,,,,,,3bb866405c927aaf77a70f81b17ece80ef99c327,2020-04-09T20:00:00Z,33.0,,6690.0,5386.0,5386.0,72,9.0,0.0,437.0,63.0,500.0,0.12681024879316746,0.126,,,,,,,True,True,True
546,2020-04-10,PR,725.0,5121.0,1392.0,,,,,,,,aca519d0dea20a8d0eaee68b47274458c9e8e179,2020-04-10T20:00:00Z,39.0,,7238.0,5846.0,5846.0,72,6.0,0.0,418.0,42.0,460.0,0.12401642148477592,0.09130434782608696,,,,,,,True,True,True
490,2020-04-11,PR,788.0,5583.0,1332.0,,,,,,,,49a43ec077cb42785a932e1bb08e765e31dc86a4,2020-04-11T20:00:00Z,42.0,,7703.0,6371.0,6371.0,72,3.0,0.0,462.0,63.0,525.0,0.1236854496939256,0.12,,,,,,,True,True,True
434,2020-04-12,PR,897.0,5819.0,1251.0,,,,,,,,7ca4fd5cd8955f51e2f92c346c060be1f0a2967c,2020-04-12T20:00:00Z,44.0,,7967.0,6716.0,6716.0,72,2.0,0.0,236.0,109.0,345.0,0.13356164383561644,0.3159420289855073,,,,,,,True,True,True
378,2020-04-13,PR,903.0,5960.0,1288.0,,,,,,,,2e02e70aac0ed14a854e5bf23ecc53dc59ee0fce,2020-04-13T20:00:00Z,45.0,,8151.0,6863.0,6863.0,72,1.0,0.0,141.0,6.0,147.0,0.1315751129243771,0.04081632653061224,,,,,,,True,True,True
322,2020-04-14,PR,923.0,6284.0,1322.0,,,,,,,,416f53bbee917cbd5e0bccfba96b673ad5d98cb5,2020-04-14T20:00:00Z,45.0,,8529.0,7207.0,7207.0,72,0.0,0.0,324.0,20.0,344.0,0.1280699320105453,0.05813953488372093,,,,,,,True,True,True
266,2020-04-15,PR,974.0,6825.0,1410.0,,,,,,,,43474cb427471e7c540223732e9e98269c0e2af1,2020-04-15T20:00:00Z,51.0,,9209.0,7799.0,7799.0,72,6.0,0.0,541.0,51.0,592.0,0.12488780612899089,0.08614864864864864,,,,,,,True,True,True
210,2020-04-16,PR,1043.0,7315.0,1465.0,,,,,,,,0f1b0b0eccfdaeeafea3a6c037a304b113bb219d,2020-04-16T20:00:00Z,56.0,,9823.0,8358.0,8358.0,72,5.0,0.0,490.0,69.0,559.0,0.12479061976549413,0.12343470483005367,,,,,,,True,True,True
154,2020-04-17,PR,1068.0,7864.0,1478.0,,,,,,,,2679d31cdf8d9a2bfe948e85ac5ab1ff133a8ffc,2020-04-17T20:00:00Z,58.0,,10410.0,8932.0,8932.0,72,2.0,0.0,549.0,25.0,574.0,0.11957008508732647,0.04355400696864112,,,,,,,True,True,True
98,2020-04-18,PR,1118.0,8055.0,1760.0,,,,,,,,ebd310b1cbea796276b9c627a79eb874b6e3dac3,2020-04-18T20:00:00Z,60.0,,10933.0,9173.0,9173.0,72,2.0,0.0,191.0,50.0,241.0,0.12187942875831244,0.2074688796680498,,,,,,,True,True,True
42,2020-04-19,PR,1213.0,8280.0,1839.0,,,,,,,,a721603971d92c485f34bfcc042df1eee7d98b29,2020-04-19T20:00:00Z,62.0,,11332.0,9493.0,9493.0,72,2.0,0.0,225.0,95.0,320.0,0.12777836300431897,0.296875,,,,,,,True,True,True
2504,2020-03-01,RI,1.0,,,,,,,,,,a988931eea2a273da2fbabc46829f2afaf5eb0af,2020-03-01T21:00:00Z,,,1.0,1.0,1.0,44,,,,,,1.0,,13.0,7.0,-3.0,9.0,5.0,-1.0,False,False,False
2501,2020-03-02,RI,1.0,,,,,,,,,,6049ac06541847a4b2afaaef7ea4b08defbc8d8d,2020-03-02T21:00:00Z,,,1.0,1.0,1.0,44,0.0,0.0,0.0,0.0,0.0,1.0,,9.0,7.0,34.0,-1.0,3.0,-1.0,False,False,False
2498,2020-03-03,RI,2.0,6.0,,,,,,,,,2178a2f31e1a9100543e0beeea446d5520c2eeaa,2020-03-03T21:00:00Z,,,8.0,8.0,8.0,44,0.0,0.0,6.0,1.0,7.0,0.25,0.14285714285714285,9.0,6.0,61.0,2.0,2.0,-1.0,False,False,False
2492,2020-03-04,RI,2.0,11.0,,,,,,,,,577f034e9cef2b6ed639a0ad879ad6a0c9d464fb,2020-03-04T21:00:00Z,,,13.0,13.0,13.0,44,0.0,0.0,5.0,0.0,5.0,0.15384615384615385,0.0,9.0,3.0,21.0,-1.0,1.0,-1.0,False,False,False
2474,2020-03-05,RI,2.0,17.0,,,,,,,,,0cb8184c9f75efd169366f854e083f655d5d8587,2020-03-05T21:00:00Z,,,19.0,19.0,19.0,44,0.0,0.0,6.0,0.0,6.0,0.10526315789473684,0.0,8.0,3.0,54.0,4.0,2.0,-1.0,False,False,False
2447,2020-03-06,RI,3.0,17.0,,,,,,,,,132069fe25a4d56033778fb0b12c743931e65638,2020-03-06T21:00:00Z,,,20.0,20.0,20.0,44,0.0,0.0,0.0,1.0,1.0,0.15,1.0,4.0,-3.0,8.0,-1.0,3.0,1.0,False,False,False
2407,2020-03-07,RI,2.0,30.0,,,,,,,,,9235e76ca0650027d60ea79ed06e02846b6fcdb8,2020-03-07T21:00:00Z,,,32.0,32.0,32.0,44,0.0,0.0,13.0,-1.0,12.0,0.0625,-0.08333333333333333,5.0,-1.0,35.0,-3.0,2.0,0.0,False,False,False
2356,2020-03-08,RI,3.0,30.0,12.0,,,,,,,,1f2994a89f2153e8cbf70397cf042a16351be821,2020-03-08T20:00:00Z,,,45.0,33.0,33.0,44,0.0,0.0,0.0,1.0,1.0,0.09090909090909091,1.0,11.0,-1.0,68.0,4.0,4.0,-1.0,False,False,False
2305,2020-03-09,RI,3.0,30.0,6.0,,,,,,,,c95620757ddb4993da77d7d25126c990fa386efe,2020-03-09T20:00:00Z,,,39.0,33.0,33.0,44,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,,13.0,3.0,165.0,-3.0,2.0,-1.0,False,False,False
2254,2020-03-10,RI,3.0,58.0,6.0,,,,,,,,36e67adb05ce8d558f0aefe09b0c328e5a79e54f,2020-03-10T20:00:00Z,,,67.0,61.0,61.0,44,0.0,0.0,28.0,0.0,28.0,0.04918032786885246,0.0,8.0,2.0,65.0,-6.0,0.0,0.0,False,False,False
2203,2020-03-11,RI,5.0,94.0,24.0,,,,,,,,2a70fe659d1a0d6b02523db6b2a5f49859afc8b9,2020-03-11T20:00:00Z,,,123.0,99.0,99.0,44,0.0,0.0,36.0,2.0,38.0,0.050505050505050504,0.05263157894736842,7.0,5.0,56.0,-7.0,-3.0,1.0,False,False,True
2152,2020-03-12,RI,5.0,94.0,8.0,,,,,,,,ddc07b8ec93f55583d98d5fff9c8d922808f6f98,2020-03-12T20:00:00Z,,,107.0,99.0,99.0,44,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,,6.0,24.0,33.0,-9.0,-1.0,1.0,False,False,True
2101,2020-03-13,RI,14.0,142.0,29.0,,,,,,,,3b21b07952531010abf6628fe837a9f97fd33797,2020-03-13T20:00:00Z,,,185.0,156.0,156.0,44,0.0,0.0,48.0,9.0,57.0,0.08974358974358974,0.15789473684210525,-1.0,34.0,-10.0,-21.0,-3.0,4.0,False,False,True
2050,2020-03-14,RI,20.0,198.0,57.0,,,,,,,,398dbebda7a13f625f8978b5e493f80fa0c06bc4,2020-03-14T20:00:00Z,,,275.0,218.0,218.0,44,0.0,0.0,56.0,6.0,62.0,0.09174311926605505,0.0967741935483871,-9.0,20.0,98.0,-16.0,-4.0,3.0,False,False,True
1999,2020-03-15,RI,20.0,271.0,57.0,,,,,,,,84f802e7560c1a892f234e2cb31b236fb075f6f5,2020-03-15T20:00:00Z,,,348.0,291.0,291.0,44,0.0,0.0,73.0,0.0,73.0,0.06872852233676977,0.0,-13.0,6.0,81.0,-21.0,-5.0,4.0,False,False,True
1947,2020-03-16,RI,21.0,308.0,149.0,,,,,,,,e0244de4eb603b25d36700707a95bdb8289a5928,2020-03-16T20:00:00Z,,,478.0,329.0,329.0,44,0.0,0.0,37.0,1.0,38.0,0.06382978723404255,0.02631578947368421,-8.0,20.0,41.0,-32.0,-22.0,9.0,False,False,True
1891,2020-03-17,RI,23.0,403.0,149.0,,,,,,,,0af317dcf6c8e418367a5c24318e6f994d1fe826,2020-03-17T20:00:00Z,,,575.0,426.0,426.0,44,0.0,0.0,95.0,2.0,97.0,0.0539906103286385,0.020618556701030927,-31.0,5.0,-9.0,-40.0,-31.0,14.0,False,False,True
1835,2020-03-18,RI,33.0,540.0,334.0,,,,,,,,d30ec58cfb6debb199f0a3dab56dea6d8b658293,2020-03-18T20:00:00Z,,,907.0,573.0,573.0,44,0.0,0.0,137.0,10.0,147.0,0.05759162303664921,0.06802721088435375,-28.0,3.0,107.0,-41.0,-33.0,14.0,False,False,True
1779,2020-03-19,RI,44.0,654.0,334.0,,,,,,,,73a0d7c823d278e0ae3e43cbd1ed84cde858ff90,2020-03-19T20:00:00Z,,,1032.0,698.0,698.0,44,0.0,0.0,114.0,11.0,125.0,0.06303724928366762,0.088,-36.0,-1.0,-16.0,-53.0,-36.0,17.0,False,False,True
1723,2020-03-20,RI,54.0,800.0,140.0,,,,,,,,2df5918bc646fad45cb2c82a3ee409952106a7ca,2020-03-20T20:00:00Z,,,994.0,854.0,854.0,44,0.0,0.0,146.0,10.0,156.0,0.06323185011709602,0.0641025641025641,-32.0,10.0,55.0,-47.0,-35.0,18.0,False,False,True
1667,2020-03-21,RI,66.0,862.0,290.0,,,,,,,,00d75088744e90ea4359ef44da37b2c1048d4897,2020-03-21T20:00:00Z,,,1218.0,928.0,928.0,44,0.0,0.0,62.0,12.0,74.0,0.07112068965517242,0.16216216216216217,-39.0,0.0,146.0,-43.0,-25.0,11.0,False,False,True
1611,2020-03-22,RI,83.0,932.0,216.0,,,,,,,,336ba62e784bf62845374085980f220843d7ec7a,2020-03-22T20:00:00Z,,,1231.0,1015.0,1015.0,44,0.0,0.0,70.0,17.0,87.0,0.08177339901477833,0.19540229885057472,-42.0,-16.0,62.0,-51.0,-28.0,11.0,False,False,True
1555,2020-03-23,RI,106.0,1143.0,216.0,,,,,,,,e756bdb973c135644d91e1f1cd4a9f53467e0375,2020-03-23T20:00:00Z,,,1465.0,1249.0,1249.0,44,0.0,0.0,211.0,23.0,234.0,0.08486789431545236,0.09829059829059829,-42.0,-17.0,-22.0,-59.0,-40.0,18.0,True,False,True
1499,2020-03-24,RI,124.0,1200.0,77.0,,,,,,,,83b358e9dcb98725c3bf61a3b2beb27af76f6c0c,2020-03-24T20:00:00Z,,,1401.0,1324.0,1324.0,44,0.0,0.0,57.0,18.0,75.0,0.09365558912386707,0.24,-40.0,-14.0,65.0,-55.0,-44.0,19.0,True,False,True
1443,2020-03-25,RI,132.0,1262.0,196.0,15.0,,,,,,,375952097e60875f852b8b4afdec4b37e5e1872e,2020-03-25T20:00:00Z,,,1590.0,1394.0,1394.0,44,0.0,0.0,62.0,8.0,70.0,0.09469153515064563,0.11428571428571428,-43.0,-19.0,-4.0,-59.0,-46.0,21.0,True,False,True
1387,2020-03-26,RI,165.0,1262.0,181.0,23.0,,9.0,,6.0,,,a61cfb3d2f6c540ab418b7ebe42eee237687da77,2020-03-26T20:00:00Z,,,1608.0,1427.0,1427.0,44,0.0,0.0,0.0,33.0,33.0,0.1156271899088998,1.0,-38.0,-11.0,139.0,-55.0,-45.0,19.0,True,False,True
1331,2020-03-27,RI,203.0,2306.0,138.0,28.0,,9.0,,6.0,,,96f0e54cf6fb06d019b82a2ae42e7b9ed4ac1135,2020-03-27T20:00:00Z,,,2647.0,2509.0,2509.0,44,0.0,0.0,1044.0,38.0,1082.0,0.08090872857712236,0.03512014787430684,-39.0,-14.0,136.0,-54.0,-44.0,21.0,True,False,True
1275,2020-03-28,RI,239.0,2541.0,138.0,29.0,,9.0,,6.0,,,7e5f58bc1722f99ce207cc0d9f753d553667b66a,2020-03-28T20:00:00Z,,,2918.0,2780.0,2780.0,44,0.0,0.0,235.0,36.0,271.0,0.08597122302158273,0.13284132841328414,-46.0,-16.0,99.0,-55.0,-35.0,14.0,True,True,True
1219,2020-03-29,RI,294.0,2840.0,,35.0,,9.0,,6.0,,,b90aa14699c9395b429ef0673f23fa9863cc8fa0,2020-03-29T20:00:00Z,3.0,,3134.0,3134.0,3134.0,44,3.0,0.0,299.0,55.0,354.0,0.09380982769623485,0.1553672316384181,-55.0,-30.0,-50.0,-67.0,-37.0,14.0,True,True,True
1163,2020-03-30,RI,402.0,3187.0,,41.0,,9.0,,6.0,,,8f178ec7116e1893386a3222bf829388d99b7499,2020-03-30T20:00:00Z,4.0,,3589.0,3589.0,3589.0,44,1.0,0.0,347.0,108.0,455.0,0.11200891613262748,0.23736263736263735,-45.0,-22.0,5.0,-62.0,-47.0,20.0,True,True,True
1107,2020-03-31,RI,489.0,3476.0,,59.0,,9.0,,6.0,,35.0,bf796f9edfb484dec716499b5f5cc3d2391f2b6a,2020-03-31T20:00:00Z,8.0,,3965.0,3965.0,3965.0,44,4.0,0.0,289.0,87.0,376.0,0.12332912988650693,0.23138297872340424,-41.0,-19.0,64.0,-57.0,-49.0,21.0,True,True,True
1051,2020-04-01,RI,566.0,3831.0,,60.0,,14.0,,6.0,,35.0,d6bd45c8f92d8d9e8b397cf13b291acb33c74944,2020-04-01T20:00:00Z,10.0,,4397.0,4397.0,4397.0,44,2.0,0.0,355.0,77.0,432.0,0.12872413008869685,0.17824074074074073,-41.0,-12.0,12.0,-58.0,-49.0,21.0,True,True,True
995,2020-04-02,RI,657.0,4412.0,,72.0,,14.0,,6.0,,35.0,5534b1ed82ad8e56d32d7f50c21589687d7b1c1f,2020-04-02T20:00:00Z,12.0,,5069.0,5069.0,5069.0,44,2.0,0.0,581.0,91.0,672.0,0.12961136318800554,0.13541666666666666,-44.0,-14.0,-5.0,-62.0,-50.0,22.0,True,True,True
939,2020-04-03,RI,709.0,4857.0,,77.0,,14.0,,6.0,,35.0,0f4d117ec3f26dff910fff56bd42e00ac645986c,2020-04-03T20:00:00Z,14.0,,5566.0,5566.0,5566.0,44,2.0,0.0,445.0,52.0,497.0,0.1273805246137262,0.10462776659959759,-49.0,-16.0,-49.0,-64.0,-50.0,26.0,True,True,True
883,2020-04-04,RI,806.0,5584.0,,93.0,,31.0,,6.0,,35.0,a77810637e6c6db9721eaa87537095b5e2a2d791,2020-04-04T20:00:00Z,17.0,,6390.0,6390.0,6390.0,44,3.0,0.0,727.0,97.0,824.0,0.12613458528951488,0.11771844660194175,-50.0,-16.0,22.0,-58.0,-38.0,15.0,True,True,True
827,2020-04-05,RI,922.0,6259.0,,103.0,,33.0,,6.0,,35.0,f8c3f68699896ac066c1b424d770f323fa222ba5,2020-04-05T20:00:00Z,25.0,,7181.0,7181.0,7181.0,44,8.0,0.0,675.0,116.0,791.0,0.12839437404261245,0.14664981036662453,-50.0,-25.0,4.0,-59.0,-37.0,13.0,True,True,True
771,2020-04-06,RI,1082.0,7399.0,,109.0,,37.0,,26.0,,35.0,a993fa3bfcd36b6447689c11581adcac70279d6e,2020-04-06T20:00:00Z,27.0,,8481.0,8481.0,8481.0,44,2.0,0.0,1140.0,160.0,1300.0,0.12757929489446998,0.12307692307692308,-39.0,-17.0,79.0,-58.0,-50.0,19.0,True,True,True
715,2020-04-07,RI,1230.0,9077.0,,123.0,,40.0,,26.0,,35.0,813da9a6c780ba8fa0045b1f3cc2bd61c53fe95f,2020-04-07T20:00:00Z,30.0,,10307.0,10307.0,10307.0,44,3.0,0.0,1678.0,148.0,1826.0,0.11933637333850781,0.08105147864184009,-40.0,-17.0,65.0,-60.0,-52.0,21.0,True,True,True
659,2020-04-08,RI,1450.0,10682.0,,143.0,,45.0,,26.0,,35.0,98ac386411d8aecfd63defe746ee07ab45b33a5e,2020-04-08T20:00:00Z,35.0,,12132.0,12132.0,12132.0,44,5.0,0.0,1605.0,220.0,1825.0,0.11951862842070557,0.12054794520547946,-46.0,-19.0,-15.0,-64.0,-53.0,23.0,True,True,True
603,2020-04-09,RI,1727.0,10682.0,,160.0,,45.0,,26.0,,35.0,fd47654c67cacd1940a1c7cffa0df6b0214882aa,2020-04-09T20:00:00Z,43.0,,12409.0,12409.0,12409.0,44,8.0,0.0,0.0,277.0,277.0,0.139173180755903,1.0,-49.0,-22.0,-30.0,-68.0,-54.0,24.0,True,True,True
547,2020-04-10,RI,2015.0,12281.0,,169.0,,45.0,,26.0,,35.0,8b13c275050c994b155faf9675b601fb8ca82113,2020-04-10T20:00:00Z,49.0,,14296.0,14296.0,14296.0,44,6.0,0.0,1599.0,288.0,1887.0,0.14094851706771125,0.15262321144674085,-44.0,-10.0,-10.0,-63.0,-54.0,25.0,True,True,True
491,2020-04-11,RI,2349.0,15858.0,,183.0,,50.0,,26.0,,35.0,3b26580e535b35400119bfdaf286449fbeaf2c90,2020-04-11T20:00:00Z,56.0,,18207.0,18207.0,18207.0,44,7.0,0.0,3577.0,334.0,3911.0,0.12901631240731587,0.08540015341344924,-45.0,-4.0,45.0,-57.0,-40.0,15.0,True,True,True
435,2020-04-12,RI,2665.0,17685.0,,201.0,,50.0,,26.0,,35.0,d847efc166112ef05e650276fcb510a617db4ddb,2020-04-12T20:00:00Z,63.0,,20350.0,20350.0,20350.0,44,7.0,0.0,1827.0,316.0,2143.0,0.13095823095823095,0.14745683621091926,,,,,,,True,True,True
379,2020-04-13,RI,2976.0,17685.0,,197.0,331.0,50.0,,26.0,,135.0,c8feb721e136d0a52f133a66a069ffbb7e80691d,2020-04-13T20:00:00Z,73.0,331.0,20661.0,20661.0,20661.0,44,10.0,331.0,0.0,311.0,311.0,0.14403949470015973,1.0,,,,,,,True,True,True
323,2020-04-14,RI,3251.0,19649.0,,213.0,331.0,48.0,,,,135.0,100fdd28f2a198c44f8475616daa554985d0fc15,2020-04-14T20:00:00Z,80.0,331.0,22900.0,22900.0,22900.0,44,7.0,0.0,1964.0,275.0,2239.0,0.1419650655021834,0.12282268870031264,,,,,,,True,True,True
267,2020-04-15,RI,3529.0,22368.0,,229.0,331.0,54.0,,44.0,,168.0,505c2312cd82df0fdf0f7f2f0985489df7125f75,2020-04-15T20:00:00Z,87.0,331.0,25897.0,25897.0,25897.0,44,7.0,0.0,2719.0,278.0,2997.0,0.1362706104954242,0.09275942609275943,,,,,,,True,True,True
211,2020-04-16,RI,3838.0,24226.0,,245.0,331.0,61.0,,43.0,,182.0,bb544990f7c3e3da791f26108024f6657594c9c3,2020-04-16T20:00:00Z,105.0,331.0,28064.0,28064.0,28064.0,44,18.0,0.0,1858.0,309.0,2167.0,0.13675883694412772,0.14259344716197508,,,,,,,True,True,True
155,2020-04-17,RI,4177.0,26584.0,,252.0,331.0,62.0,,43.0,,196.0,c63aa5aaf5bfd7ac7c785015118a59aae01aa1bb,2020-04-17T20:00:00Z,118.0,331.0,30761.0,30761.0,30761.0,44,13.0,0.0,2358.0,339.0,2697.0,0.135788823510289,0.12569521690767518,,,,,,,True,True,True
99,2020-04-18,RI,4491.0,28335.0,,255.0,331.0,67.0,,43.0,,217.0,5aac9cd94170d771d8fd18f5442bf86b4327834e,2020-04-18T20:00:00Z,137.0,331.0,32826.0,32826.0,32826.0,44,19.0,0.0,1751.0,314.0,2065.0,0.1368122829464449,0.15205811138014527,,,,,,,True,True,True
43,2020-04-19,RI,4706.0,29993.0,,278.0,331.0,66.0,,37.0,,244.0,9665fc9398589b5d582473ae54d28cadb76f2a6a,2020-04-19T20:00:00Z,150.0,331.0,34699.0,34699.0,34699.0,44,13.0,0.0,1658.0,215.0,1873.0,0.13562350500014408,0.11478910838227442,,,,,,,True,True,True
2493,2020-03-04,SC,0.0,5.0,,,,,,,,,b244652e8adea8d1cc5d5961f023465f579156e0,2020-03-04T21:00:00Z,,,5.0,5.0,5.0,45,,,,,,0.0,,7.0,3.0,-11.0,5.0,1.0,1.0,False,False,False
2475,2020-03-05,SC,0.0,5.0,,,,,,,,,dd1265c2ed9b63d775342c5be9e03be78801ba0c,2020-03-05T21:00:00Z,,,5.0,5.0,5.0,45,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,-2.0,-25.0,2.0,-1.0,3.0,False,False,False
2448,2020-03-06,SC,0.0,5.0,,,,,,,,,3b871b1d4242a1fb3eb15e01fdb317126da865b0,2020-03-06T21:00:00Z,,,5.0,5.0,5.0,45,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,5.0,21.0,12.0,2.0,-2.0,False,False,False
2408,2020-03-07,SC,2.0,8.0,,,,,,,,,8544336c14b8c734fc20a32a015006d676c30244,2020-03-07T21:00:00Z,,,10.0,10.0,10.0,45,0.0,0.0,3.0,2.0,5.0,0.2,0.4,11.0,7.0,53.0,18.0,3.0,-2.0,False,False,False
2357,2020-03-08,SC,2.0,8.0,,,,,,,,,db7aefd437c9ae1600b9c0b62d4f9344d3a99dc7,2020-03-08T20:00:00Z,,,10.0,10.0,10.0,45,0.0,0.0,0.0,0.0,0.0,0.2,,12.0,7.0,38.0,24.0,2.0,-1.0,False,False,False
2306,2020-03-09,SC,7.0,24.0,,,,,,,,,230947ecf1cd935a64d923210a6ffb285ea513bd,2020-03-09T20:00:00Z,,,31.0,31.0,31.0,45,0.0,0.0,16.0,5.0,21.0,0.22580645161290322,0.23809523809523808,9.0,8.0,53.0,7.0,2.0,-1.0,False,False,False
2255,2020-03-10,SC,7.0,24.0,,,,,,,,,dd5f3a1e885292f8e8c6d3160128a1c49b84da8c,2020-03-10T20:00:00Z,,,31.0,31.0,31.0,45,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,,9.0,9.0,34.0,8.0,1.0,0.0,False,False,False
2204,2020-03-11,SC,9.0,32.0,,,,,,,,,9f0ba59beda560436e4c7086a310d705a164a73f,2020-03-11T20:00:00Z,,,41.0,41.0,41.0,45,0.0,0.0,8.0,2.0,10.0,0.21951219512195122,0.2,10.0,7.0,43.0,10.0,1.0,-1.0,False,False,True
2153,2020-03-12,SC,10.0,48.0,,,,,,,,,691f174c432862e793e830327356b4d500cea11b,2020-03-12T20:00:00Z,,,58.0,58.0,58.0,45,0.0,0.0,16.0,1.0,17.0,0.1724137931034483,0.058823529411764705,11.0,15.0,43.0,11.0,0.0,-1.0,False,False,True
2102,2020-03-13,SC,12.0,75.0,,,,,,,,,89ac68f7349872023eb4ba7e8d49e17e3221b4cc,2020-03-13T20:00:00Z,,,87.0,87.0,87.0,45,0.0,0.0,27.0,2.0,29.0,0.13793103448275862,0.06896551724137931,8.0,22.0,41.0,10.0,-2.0,-1.0,False,False,True
2051,2020-03-14,SC,13.0,110.0,,,,,,,,,f59023a910249b3d8b3511ae10d8f11517a1c519,2020-03-14T20:00:00Z,,,123.0,123.0,123.0,45,0.0,0.0,35.0,1.0,36.0,0.10569105691056911,0.027777777777777776,4.0,18.0,64.0,10.0,1.0,0.0,False,False,True
2000,2020-03-15,SC,19.0,154.0,,,,,,,,,75ba73b3bb3053eb03805d2812d5c2e4395f1b6f,2020-03-15T20:00:00Z,,,173.0,173.0,173.0,45,0.0,0.0,44.0,6.0,50.0,0.10982658959537572,0.12,2.0,23.0,15.0,16.0,-3.0,1.0,False,False,True
1948,2020-03-16,SC,28.0,235.0,,,,,,,,,825f415faf293db6c2a614650fd3d37c694e56e8,2020-03-16T20:00:00Z,1.0,,263.0,263.0,263.0,45,1.0,0.0,81.0,9.0,90.0,0.10646387832699619,0.1,-1.0,24.0,13.0,-1.0,-10.0,4.0,True,False,True
1892,2020-03-17,SC,33.0,311.0,,,,,,,,,b5f1adfc0baaf72f68c6ac1ac0ed09497346cca7,2020-03-17T20:00:00Z,1.0,,344.0,344.0,344.0,45,0.0,0.0,76.0,5.0,81.0,0.09593023255813954,0.06172839506172839,-8.0,17.0,6.0,-2.0,-15.0,7.0,True,False,True
1836,2020-03-18,SC,60.0,583.0,,,,,,,,,1b0a7b83efeb9ea6127ac5e0dbd268700c8b7ffd,2020-03-18T20:00:00Z,1.0,,643.0,643.0,643.0,45,0.0,0.0,272.0,27.0,299.0,0.09331259720062209,0.0903010033444816,-19.0,11.0,10.0,-4.0,-21.0,9.0,True,False,True
1780,2020-03-19,SC,60.0,583.0,,,,,,,,,c77461930fa9d479778eb04f8d31984d2a83951e,2020-03-19T20:00:00Z,1.0,,643.0,643.0,643.0,45,0.0,0.0,0.0,0.0,0.0,0.09331259720062209,,-22.0,10.0,32.0,-9.0,-23.0,10.0,True,False,True
